기술검토번호,요청일,영업담당자,제품그룹,Location,고객사,Enduser,담당자
ME25-275,2025-04-28 16:01,김원근,PNEL Controls,국내,태광산업(주)울산공장,태광산업(주)울산공장,남준모
ME25-274,2025-04-28 15:18,맵스코리아,Pressure Controls,국내,(주)경보제약,(주)경보제약,김영민
ME25-273,2025-04-28 9:55,김형욱,Heat Exchanger Packages,국내,(주)진성푸드 제2공장,(주)진성푸드 제2공장,권일태
ME25-272,2025-04-25 15:08,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME25-271,2025-04-25 15:03,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME25-270,2025-04-25 10:04,김원근,Ancilaries,수출,한국조선해양,현대중공업(주)-선박,박병호
ME25-269,2025-04-25 9:21,박남용,Steam Traps,국내,두산에너빌리티 주식회사,안동복합화력발전소,박병호
ME25-268,2025-04-25 9:12,장철민,SI Humidifiers,국내,주식회사 세기,현대자동차(주)남양연구소,노예경
ME25-267,2025-04-24 16:41,김선길,Steam Traps,국내,에이치플러스에코(주),(주)동명테크,김영민
ME25-266,2025-04-24 16:33,구태원,Heat Exchanger Packages,국내,삼신설계,삼신설계,권일태
ME25-265,2025-04-23 19:01,이윤석,Other STAP,국내,태아산업 김천공장,태아산업 김천공장,김영민
ME25-264,2025-04-23 10:40,박남용,Steam Traps,국내,두산에너빌리티 주식회사,안동복합화력발전소,박병호
ME25-263,2025-04-23 10:23,김규현,SI Humidifiers,수출,주식회사 더 금영,SK이노베이션(미국),노예경
ME25-262,2025-04-23 9:25,엄주석,Other STAP,국내,거래처미상 ( INS 전용),거래처미상 ( INS 전용),남준모
ME25-261,2025-04-22 15:12,이후원,Steam Traps,국내,부천시하수슬러지소각장,부천시하수슬러지소각장,노예경
ME25-260,2025-04-22 15:00,이후원,Steam Traps,국내,GS 칼텍스 윤활유공장,GS 칼텍스 윤활유공장,노예경
ME25-259,2025-04-22 8:50,윤현석,Steam Traps,국내,(주)셀트리온,(주)셀트리온,박병호
ME25-258,2025-04-21 17:40,조현지,Ancilaries,국내,삼성중공업(주)거제조선소,삼성중공업(주)거제조선소,박병호
ME25-256,2025-04-21 16:22,KHJ,Ancilaries,국내,에스케이에코엔지니어링 주식회사,SK에너지 주식회사 울산 CLX,남준모
ME25-255,2025-04-21 12:38,황태현,Other STAP,국내,현대엔지니어링(주),에쓰-오일 (S-OIL) (주),김영민
ME25-254,2025-04-18 18:33,박남용,Steam Traps,국내,두산에너빌리티 주식회사,안동복합화력발전소,박병호
ME25-253,2025-04-18 18:18,박남용,Steam Traps,국내,두산에너빌리티 주식회사,안동복합화력발전소,김영민
ME25-252,2025-04-18 18:02,박남용,Steam Traps,국내,두산에너빌리티 주식회사,안동복합화력발전소,노예경
ME25-251,2025-04-18 17:47,박남용,Steam Traps,국내,두산에너빌리티 주식회사,(No_Tax)한국중부발전(주)보령화력,남준모
ME25-250,2025-04-18 16:25,박남용,Steam Traps,국내,두산에너빌리티 주식회사,(No_Tax)한국중부발전(주)보령화력,노예경
ME25-249,2025-04-18 14:54,박남용,Steam Traps,국내,두산에너빌리티 주식회사,(No_Tax)한국중부발전(주)보령화력,노예경
ME25-248,2025-04-18 15:41,방병석,Steam Traps,국내,(주)하이테크엔지니어링,(No_Tax)(주)한농화성,노예경
ME25-247,2025-04-18 15:35,조영천,Heat Exchanger Packages,국내,(주)건일엠이씨,(주)건일엠이씨,권일태
ME25-246,2025-04-18 14:00,박남용,Metering,국내,(주)야정,케이앤디에너젠(주),김영민
ME25-245,2025-04-18 13:31,권순범,Metering,국내,(주)코엔텍,(주)코엔텍,김영민
ME25-244,2025-04-18 10:48,박준혁,ABCO,국내,태아산업 김천공장,태아산업 김천공장,권일태
ME25-243,2025-04-18 10:20,김원근,ABCO,국내,태광산업(주)울산공장,태광산업(주)울산공장,남준모
ME25-242,2025-04-18 10:02,김규현,SI Humidifiers,수출,주식회사 더 금영,SK이노베이션(미국),노예경
ME25-241,2025-04-18 9:38,권순범,Heat Exchanger Packages,국내,현대자동차㈜울산공장,현대자동차㈜울산공장,박병호
ME25-239,2025-04-17 12:25,방병석,Ancilaries,국내,(주)하이테크엔지니어링,(No_Tax)(주)한농화성,남준모
ME25-238,2025-04-17 11:05,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,김영민
ME25-237,2025-04-17 10:33,김태호,Sundries,국내,다원기술,두산위브더제니스센트럴시티,노예경
ME25-236,2025-04-17 8:55,황태호,PNEL Controls,국내,쿠리타한수 주식회사,카이스트본원나노종합기술원(NNFC),박병호
ME25-235,2025-04-17 7:19,조준만,Steam Traps,국내,(주)히릭스태화,대구공공시설관리공단 성서사업소,박병호
ME25-234,2025-04-15 16:27,하태욱,Condensate Pumps,국내,유신이엔지,(No_Tax)엘지전자(주)창원２공장,노예경
ME25-233,2025-04-15 15:23,박남용,Steam Traps,국내,두산에너빌리티 주식회사,(No_Tax)한국중부발전(주)보령화력,박병호
ME25-232,2025-04-15 15:23,이정화,PNEL Controls,국내,주식회사 아이엠에스,주식회사 아이엠에스,노예경
ME25-231,2025-04-15 14:51,박남용,Metering,국내,에쓰씨엔지니어링(주),케이앤디에너젠(주),남준모
ME25-230,2025-04-15 13:15,박남용,Steam Traps,수출,두산에너빌리티 주식회사,칠레 IEM 발전소,노예경
ME25-229,2025-04-15 13:15,박남용,Steam Traps,수출,두산에너빌리티 주식회사,칠레 IEM 발전소,노예경
ME25-228,2025-04-14 15:58,임현섭,SI Humidifiers,국내,우재티앤씨,(주)오성기업,노예경
ME25-227,2025-04-14 11:06,조준만,Metering,국내,포승그린파워 주식회사,포승그린파워 주식회사,남준모
ME25-226,2025-04-14 15:16,황태호,PNEL Controls,국내,쿠리타한수 주식회사,카이스트본원나노종합기술원(NNFC),박병호
ME25-225,2025-04-14 14:40,김규현,Other STAP,국내,(주)대열보일러,SK하이닉스(청주),김영민
ME25-223,2025-04-14 13:22,한사코,Heat Exchanger Packages,수출,CJ올리브네트웍스,CJ올리브네트웍스,김영민
ME25-222,2025-04-14 12:57,조현지,PNEL Controls,국내,지수이엔티(주),지수이엔티(주),노예경
ME25-221,2025-04-14 11:10,윤현석,Clean & Pure Steam Generators,국내,(주)셀트리온,(주)셀트리온,권일태
ME25-220,2025-04-11 12:37,장우영,Pressure Controls,국내,에스케이바이오사이언스(주)송도,에스케이바이오사이언스(주)송도,김영민
ME25-219,2025-04-11 11:41,장철민,SI Humidifiers,국내,(주)문명에이스,(주)문명에이스,노예경
ME25-218,2025-04-10 17:00,이현석,ABCO,국내,효성첨단소재(주) 울산공장,효성첨단소재(주) 울산공장,남준모
ME25-217,2025-04-10 8:50,EPE_조중형,ABCO,국내,넥센타이어(주),넥센타이어(주),권일태
ME25-216,2025-04-09 12:57,권혁미,Other STAP,수출,SPIRAX SARCO THAILAND,SPIRAX SARCO THAILAND,나호준
ME25-214,2025-04-08 14:50,김민곤,Sundry Products,국내,한화토탈에너지스 주식회사,한화토탈에너지스 주식회사,노예경
ME25-213,2025-04-08 14:23,이동현,PNEL Controls,국내,(주)귀뚜라미범양냉방,삼성전자(주)평택,남준모
ME25-211,2025-04-08 10:57,황태현,Ancilaries,국내,현대엔지니어링(주),에쓰-오일 (S-OIL) (주),남준모
ME25-210,2025-04-08 10:55,황태현,Condensate Pumps,수출,에스지씨이앤씨 주식회사,Sipchem Chemical,박병호
ME25-209,2025-04-08 10:16,지한웅,Sundry Products,국내,현대제철 당진공장,현대제철 당진공장,노예경
ME25-208,2025-04-08 8:50,지한웅,Heat Exchanger Packages,국내,케이지스틸 당진공장,케이지스틸 당진공장,권일태
ME25-207,2025-04-07 16:41,권혁미,PNEL Controls,수출,SPIRAX SARCO CHINA,SPIRAX SARCO CHINA,김영민
ME25-206,2025-04-07 13:18,박남용,PNEL Controls,국내,엘지전자 (주),경북구미복합발전소,박병호
ME25-205,2025-04-04 12:03,조준만,Condensate Pumps,국내,(주)히릭스태화,깨끗한나라 청주공장,남준모
ME25-204,2025-04-03 17:32,오영근,Heat Exchanger Packages,국내,지에스칼텍스(주)여수,지에스칼텍스(주)여수,박병호
ME25-203,2025-04-03 14:35,김규현,SI Humidifiers,국내,주식회사 신성이엔지,에프에스티 오산공장,노예경
ME25-202,2025-04-03 11:22,오영근,Other STAP,국내,정엔지니어링(주),한화솔루션(주)여수,나호준
ME25-201,2025-04-02 18:23,HGN_정세훈,Clean & Pure Steam Generators,국내,보라매병원,보라매병원,권일태
ME25-200,2025-04-02 17:40,황태호,Steam Traps,국내,씨지앤대산전력주식회사,경일워터이엔지주식회사,노예경
ME25-199,2025-04-02 16:37,이정화,PNEL Controls,수출,삼성전자 (시안),삼성전자 (시안),노예경
ME25-198,2025-04-02 15:52,조준만,Heat Exchanger Packages,국내,엘지전자 (주),한국서부발전 공주화력발전소,나호준
ME25-197,2025-04-02 15:31,정숙현,STAP Sundries,수출,SPIRAX SARCO VIETNAM,SPIRAX SARCO VIETNAM,노예경
ME25-196,2025-04-02 15:00,전대수,Ancilaries,국내,정엔지니어링(주),금호미쓰이화학(주),박병호
ME25-195,2025-04-02 13:43,이정화,PNEL Controls,국내,삼성전자,삼성전자,노예경
ME25-193,2025-04-02 9:17,조준만,Condensate Pumps,국내,엘지전자 (주),한국서부발전 공주화력발전소,박병호
ME25-192,2025-04-02 9:50,이윤석,Steam Traps,국내,유한킴벌리(주)김천공장,유한킴벌리(주)김천공장,나호준
ME25-191,2025-04-01 14:47,박기연,Heat Exchanger Packages,국내,(주)야정,고려아연(주) 온산제련소,권일태
ME25-190,2025-04-01 12:29,전대수,Other STAP,국내,정엔지니어링(주),(주)엘엑스엠엠에이,나호준
ME25-189,2025-04-01 11:34,조준만,Condensate Pumps,국내,(주)히릭스태화,깨끗한나라 청주공장,남준모
ME25-188,2025-04-01 9:24,지한웅,Pressure Controls,국내,현대제철 당진공장,현대제철 당진공장,김영민
ME25-187,2025-04-01 9:23,김민곤,Ancilaries,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,남준모
ME25-185,2025-03-31 9:24,조현지,Other STAP,국내,주식회사 한진중티엠에스,주식회사 한진중티엠에스,나호준
ME25-184,2025-03-28 13:33,구태원,Clean & Pure Steam Generators,국내,삼신설계,삼신설계,김영민
ME25-183,2025-03-28 11:26,박남용,PNEL Controls,국내,(주)코암테크,음성천연가스발전소,박병호
ME25-182,2025-03-28 10:53,KHJ,ABCO,수출,삼성이앤에이(주),SARAWAK SHELL BERHAD,남준모
ME25-181,2025-03-28 10:39,KHJ,Steam Traps,국내,필즈엔지니어링(주),엘에스엠앤엠 주식회사,나호준
ME25-179,2025-03-28 9:12,MAP_김기흥,Heat Exchanger Packages,국내,㈜파라다이스스파 도고지점,㈜파라다이스스파 도고지점,김영민
ME25-178,2025-03-27 13:46,김형욱,Pressure Controls,수출,케이엔솔 주식회사,케이티앤지(인도네시아),나호준
ME25-177,2025-03-27 11:09,박남용,Steam Traps,국내,디엘이앤씨 주식회사,S-OIL(주)온산공장,남준모
ME25-176,2025-03-26 14:08,박남용,Metering,국내,(주)야정,케이앤디에너젠(주),나호준
ME25-175,2025-03-26 11:26,임현섭,Steam Traps,국내,우재티앤씨,롯데케미칼 (인도네시아),노예경
ME25-174,2025-03-26 8:18,지한웅,Steam Traps,국내,현대제철 당진공장,현대제철 당진공장,노예경
ME25-173,2025-03-25 16:46,박기연,Ancilaries,국내,(주)야정,S-OIL(주)온산공장,남준모
ME25-172,2025-03-25 11:37,이동현,SI Humidifiers,국내,에이스냉동공조(주),롯데바이오로직스송도,노예경
ME25-171,2025-03-25 11:27,김민곤,Ancilaries,국내,(No_Tax)(주)엘지화학 대산공장,(No_Tax)(주)엘지화학 대산공장,남준모
ME25-170,2025-03-24 18:06,임현섭,Steam Traps,국내,우재티앤씨,주식회사 신우에스앤티,남준모
ME25-168,2025-03-24 15:44,황수진,Desuperheater & TVR,국내,(주)엘지전자,구미천연가스발전소,김영민
ME25-167,2025-03-24 15:22,이기수,Heat Exchanger Packages,국내,에스케이에코플랜트(주),SK하이닉스 반도체클러스터,김영민
ME25-166,2025-03-24 14:17,장우영,Heat Exchanger Packages,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,권일태
ME25-165,2025-03-24 14:15,장우영,Heat Exchanger Packages,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,권일태
ME25-164,2025-03-24 14:13,장우영,Heat Exchanger Packages,국내,삼성이앤에이(주),삼성바이오로직스 주식회사,권일태
ME25-163,2025-03-24 14:11,김형욱,Pressure Controls,수출,케이엔솔 주식회사,케이티앤지(인도네시아),나호준
ME25-162,2025-03-24 11:48,지한웅,Sundries,국내,현대제철 당진공장,현대제철 당진공장,노예경
ME25-161,2025-03-24 10:13,권혁미,Other STAP,수출,SPIRAX SARCO MALAYSIA,SPIRAX SARCO MALAYSIA,나호준
ME25-160,2025-03-24 8:35,권혁미,Other STAP,수출,SPIRAX UAE,SPIRAX UAE,나호준
ME25-159,2025-03-21 13:26,김형욱,Condensate Pumps,수출,케이엔솔 주식회사,케이티앤지(인도네시아),노예경
ME25-158,2025-03-21 12:47,김형욱,Pressure Controls,수출,케이엔솔 주식회사,케이티앤지(인도네시아),나호준
ME25-157,2025-03-21 10:51,조현지,Steam Traps,국내,에이치디현대중공업 주식회사,에이치디현대중공업 주식회사,김영민
ME25-156,2025-03-21 9:48,박남용,Metering,국내,에이치플러스에코(주),주식회사 에코비트에너지 동명,나호준
ME25-155,2025-03-20 20:46,김형욱,Pressure Controls,수출,케이엔솔 주식회사,케이티앤지(인도네시아),나호준
ME25-154,2025-03-20 20:25,전대수,HEAT Exchangers,국내,나우이엔지,(No_Tax)포스코(주)광양제철소,김영민
ME25-153,2025-03-20 19:48,전대수,Heat Exchanger Packages,국내,나우이엔지,(No_Tax)포스코(주)광양제철소,김영민
ME25-152,2025-03-20 14:38,조영천,Condensate Pumps,국내,비드이앤씨기술사사무소,비드이앤씨기술사사무소,박병호
ME25-151,2025-03-20 9:39,지한웅,Sundry Products,국내,현대제철 당진공장,현대제철 당진공장,노예경
ME25-150,2025-03-19 18:51,전대수,Condensate Pumps,국내,나우이엔지,(No_Tax)OCI주식회사 광양공장,박병호
ME25-149,2025-03-19 15:27,KHJ,Ancilaries,수출,삼성이앤에이(주),PETRONAS Gas Berhad,남준모
ME25-148,2025-03-18 13:22,임현섭,Condensate Pumps,국내,SK인천석유화학(주),SK인천석유화학(주),김영민
ME25-147,2025-03-18 11:31,이기수,Other STAP,국내,부명엔프로엔지니어링(주),SK에너지 주식회사 울산 CLX,나호준
ME25-146,2025-03-18 11:26,이기수,Heat Exchanger Packages,국내,부명엔프로엔지니어링(주),SK에너지 주식회사 울산 CLX,김영민
ME25-145,2025-03-18 11:03,맵스코리아,PNEL Controls,국내,(주)동양환경,(주)동양환경,노예경
ME25-144,2025-03-18 10:55,신의철,Condensate Pumps,국내,기아(주)화성,기아(주)화성,박병호
ME25-143,2025-03-18 9:55,맵스코리아,PNEL Controls,국내,동양환경,(주)동양환경,노예경
ME25-142,2025-03-17 14:11,김형욱,PNEL Controls,수출,한성크린텍 주식회사,삼성디스플레이(베트남),노예경
ME25-141,2025-03-17 11:25,구태원,Heat Exchanger Packages,국내,삼신설계,삼신설계,김영민
ME25-140,2025-03-17 9:27,이후원,Other STAP,국내,테크로스 워터앤에너지,부천시하수슬러지소각장,박병호
ME25-139,2025-03-14 10:30,조희현,Heat Exchanger Packages,국내,한그린이엔에스 주식회사,인터컨티넨탈서울코엑스,권일태
ME25-138,2025-03-14 8:14,권혁미,Other STAP,수출,TA SINGAPORE (SWEDEN),TA SINGAPORE (SWEDEN),나호준
ME25-137,2025-03-13 15:38,지한웅,Heat Exchanger Packages,국내,현대제철 당진공장,현대제철 당진공장,김영민
ME25-136,2025-03-13 15:16,조현지,Ancilaries,국내,(주) 케이씨,(주) 케이씨,남준모
ME25-135,2025-03-13 15:05,지한웅,Condensate Pumps,국내,현대제철 당진공장,현대제철 당진공장,박병호
ME25-134,2025-03-13 14:42,지한웅,Condensate Pumps,국내,현대제철 당진공장,현대제철 당진공장,박병호
ME25-133,2025-03-13 9:36,황규효,PNEL Controls,국내,동양그린에너지(주),동양그린에너지(주),박병호
ME25-132,2025-03-13 8:47,임현섭,Condensate Pumps,국내,주식회사 이노이엔씨,롯데정밀화학(주)인천공장,박병호
ME25-131,2025-03-12 22:23,DBE_임병철,Steam Traps,국내,남부발전(주)삼척화력,남부발전(주)삼척화력,나호준
ME25-130,2025-03-12 17:32,윤현석,ABCO,국내,(주)삼양사 인천1공장,(주)삼양사 인천1공장,남준모
ME25-129,2025-03-12 12:21,김원근,Steam Traps,국내,태광산업(주)울산공장,태광산업(주)울산공장,나호준
ME25-128,2025-03-12 10:25,조현지,Other STAP,수출,지수이엔티(주),지수이엔티(주),나호준
ME25-127,2025-03-12 10:30,박남용,Ancilaries,국내,엘지전자 (주),구미천연가스발전소,남준모
ME25-126,2025-03-11 10:57,김형욱,Other STAP,국내,리에너지엔지니어링,한화솔루션(진천),나호준
ME25-125,2025-03-11 8:47,방병석,Ancilaries,국내,(주)케이씨씨대죽２공장,(주)케이씨씨대죽２공장,남준모
ME25-124,2025-03-10 16:21,김원근,Steam Traps,국내,SK에너지 주식회사 울산 CLX,SK에너지 주식회사 울산 CLX,남준모
